4.568675948,13,1
5.364791988,13,1
5.271118821,13,1
5.409877157,13,1
5.46055304,13,1
4.268428201,13,1
5.084784984,13,1
4.614823552,13,1
5.336076968,13,1
5.429721689,13,1
5.391026878,13,1
5.398320717,13,1
5.476806694,13,1
5.45958787,13,1
5.470362675,13,1
5.482469272,13,1
5.425521255,13,1
5.448334214,13,1
5.32402698,13,1
5.337434664,13,1
5.507168548,13,1
5.454326812,13,1
5.375359211,13,1
5.455595164,13,1
5.399805691,13,1
5.486055011,13,1
5.281511151,13,1
5.351388073,13,1
5.351388073,13,1
5.508760344,13,1
5.517586904,13,1
5.409713565,13,1
5.437182267,13,1
5.508831741,13,1
5.48774176,13,1
5.495361197,13,1
5.367317032,13,1
5.3844891,13,1
5.4672604,13,1
5.471928156,13,1
5.460652147,13,1
5.439155171,13,1
5.484516191,13,1
5.31812511,13,1
5.475225689,13,1
5.522930851,13,1
5.479844983,13,1
5.242483676,13,1
5.496946065,13,1
5.422470219,13,1
5.448650343,13,1
5.504893153,13,1
5.518145877,13,1
5.50148557,13,1
5.48626105,13,1
5.509281569,13,1
5.357374045,13,1
5.488348455,13,1
5.46658406,13,1
5.457604598,13,1
5.420189001,13,1
5.466479337,13,1
5.478937992,13,1
5.432108246,13,1
5.378439358,13,1
5.432893484,13,1
5.490887739,13,1
5.344869021,13,1
5.46657293,13,1
5.392457061,13,1
5.481585214,13,1
5.399181614,13,1
5.453733209,13,1
5.490256104,13,1
5.480228183,13,1
5.358321902,13,1
5.160012556,13,1
5.300287456,13,1
5.41079884,13,1
5.350249918,13,1
5.324428105,13,1
5.426967678,13,1
5.090552474,13,1
4.997543769,13,1
5.187975345,13,1
5.41310874,13,1
5.300271331,13,1
5.270659387,13,1
5.421470624,13,1
5.298954027,13,1
4.973243194,13,1
5.49434172,13,1
5.470143094,13,1
5.470712628,13,1
5.475368423,13,1
5.138205692,13,1
5.382635499,13,1
5.286921063,13,1
5.450921344,13,1
5.254449671,13,1
5.469212977,13,1
5.365472109,13,1
5.349284561,13,1
5.241330796,13,1
5.173357086,13,1
5.296830226,13,1
4.068729924,13,1
4.837367691,13,1
5.400591677,13,1
5.447034597,13,1
5.536382729,13,1
5.617043012,13,1
5.385996816,13,1
5.011513165,13,1
3.936784376,13,1
5.08703725,13,1
5.517092363,13,1
5.302206669,13,1
5.680902565,13,1
5.396151592,13,1
5.346223481,13,1
5.275897931,13,1
5.451391832,13,1
5.324267854,13,1
5.366517884,13,1
5.020740669,13,1
5.232650679,13,1
4.488896951,13,1
4.902736626,13,1
5.430821591,13,1
5.284437242,13,1
5.344427591,13,1
5.281664182,13,1
5.438617381,13,1
5.526477956,13,1
5.545907025,13,1
5.502414213,13,1
5.492837234,13,1
5.40985852,13,1
5.301911396,13,1
5.547018348,13,1
5.52483047,13,1
5.490576294,13,1
5.464631072,13,1
5.088381581,13,1
4.583940439,13,1
4.05933353,13,1
4.501317801,13,1
5.363252892,13,1
4.986331765,13,1
5.018532064,14,1
4.832544418,14,1
5.085301451,14,1
4.867057876,14,1
4.961823831,14,1
4.381317559,14,1
5.132298495,14,1
5.062212541,14,1
5.112808208,14,1
4.875445029,14,1
5.100830438,14,1
5.158195682,14,1
5.261837474,14,1
5.37452155,14,1
4.807354487,14,1
4.90895198,14,1
4.90895198,14,1
5.237391641,14,1
4.75021223,14,1
5.388989888,14,1
5.449117348,14,1
4.29933249,14,1
3.86232163,14,1
5.06981683,14,1
5.024929802,14,1
4.667571818,14,1
4.893560694,14,1
5.195859445,14,1
4.900732208,14,1
4.513527783,14,1
4.850767037,14,1
4.472615887,14,1
4.624204244,14,1
4.963224134,14,1
5.105084355,14,1
4.88734319,14,1
5.330296591,14,1
