entropy,class
3.111320696,0
5.824827904,0
5.859740728,0
5.899323115,0
6.983498056,0
3.537508767,0
3.076281948,0
5.280222094,0
4.434066333,0
4.641203121,0
3.960650508,0
4.526199352,0
4.786824254,0
4.075257919,0
3.150728955,0
5.562642715,0
3.043618346,0
5.660048995,0
3.213392308,0
2.77846915,0
5.514119571,0
2.614976799,0
3.778107863,0
2.68248755,0
4.294886386,0
2.08699385,0
4.015357741,0
4.070897965,0
6.793140809,0
4.425845167,0
4.480754952,0
4.419905742,0
3.685548064,0
2.082167162,0
4.899626656,0
6.096205279,0
3.964636004,0
1.807928195,0
5.150305042,0
2.094996988,0
5.48667107,0
3.003289975,0
4.85107154,0
3.371917574,0
5.9153277,0
4.903440703,0
4.750649349,0
3.223717677,0
3.159968302,0
3.687933174,0
2.372553768,0
5.659401419,0
4.036551963,0
5.119109468,0
4.105222102,0
3.298417866,0
2.71946747,0
5.533614222,0
3.391853762,0
3.377228474,0
1.890172814,0
7.051085103,0
2.229242438,0
7.737985347,0
2.128018073,0
4.621200457,0
3.566104448,0
5.075842451,0
5.3842338,0
5.378578196,0
4.344819204,0
4.896535262,0
4.576470366,0
4.002200292,0
3.562749097,0
4.861389317,0
5.678866201,0
3.387410435,0
5.975895182,0
4.710995389,0
4.81966298,0
4.497335961,0
4.942944003,0
4.172193167,0
7.164158419,0
3.964542873,0
3.87835348,0
4.277171466,0
6.375940307,0
4.35967819,0
3.758197145,0
3.592574005,0
4.524364354,0
5.426158583,0
3.965465156,0
2.900995913,0
3.202057404,0
4.855054731,0
5.503738969,0
5.398363752,0
2.574118222,0
3.734264617,0
4.446925313,0
4.187597614,0
3.664524578,0
5.00432422,0
3.738955742,0
5.904707825,0
6.005844955,0
4.538275831,0
4.824675539,0
4.949125017,0
4.735894212,0
4.994045818,0
4.562386802,0
3.836856057,0
4.851927406,0
3.681572941,0
3.85132552,0
3.550502445,0
5.686129136,0
5.782816389,0
5.052169073,0
5.29100057,0
6.729378974,0
4.088004745,0
4.448922719,0
5.094851671,0
7.489952652,0
4.32862658,0
5.243084255,0
4.533653086,0
3.609442313,0
4.34812086,0
4.26024527,0
7.523618014,0
5.609678598,0
6.731071575,0
5.220318662,0
5.623232326,0
4.244817587,0
3.928304139,0
4.446867347,0
3.749821413,0
3.068834619,0
4.334861269,0
4.230771895,0
4.657279344,0
4.061182398,0
2.708417897,0
4.531179345,0
3.969231247,0
3.792524671,0
6.87164318,0
5.473828526,0
4.297907562,0
6.118510012,0
4.561138403,0
3.617506385,0
3.510803703,0
5.166251454,0
7.733406422,0
4.993977849,0
5.060677787,0
4.294482598,0
7.372487401,0
6.820222742,0
2.90088816,0
5.138518298,0
1.912000335,0
4.326026056,0
5.556597234,0
6.251385199,0
3.723436662,0
3.517377161,0
2.738986666,0
4.217229045,0
1.611271177,0
2.256753154,0
2.227815095,0
3.168421007,0
2.983387535,0
3.06021583,0
3.846926761,0
2.213017983,0
5.57131244,0
4.185879168,0
1.855764324,0
2.292503241,0
2.129513511,0
3.63019683,0
5.512281319,0
4.703897672,0
4.026857957,0
3.701074914,0
4.052674567,0
1.488164904,0
6.843051019,0
5.243301764,0
4.022822868,0
5.138919003,0
4.652175452,0
5.991258049,0
3.24275237,0
6.86594985,0
3.347888934,0
4.657100504,0
2.117444123,0
2.883984466,0
3.893390105,0
5.467309448,0
6.751652455,0
4.407617965,0
6.756878634,0
6.196778676,0
5.516268114,0
5.072254697,0
4.272300702,0
1.71469114,0
3.868270593,0
4.501006451,0
6.885095546,0
4.402394579,0
5.049781886,0
3.597031139,0
4.226841139,0
4.512316681,0
2.873944942,0
6.765584761,0
6.25194938,0
6.369798516,0
3.997690899,0
3.913795834,0
5.923950138,0
2.426446783,0
4.197771846,0
4.452000268,0
2.051042025,0
3.309253206,0
3.613649349,0
7.715619595,0
3.074606398,0
2.868186691,0
7.924223218,0
3.89947111,0
4.340130788,0
4.767754104,0
7.439448988,0
7.670161537,0
4.348109141,0
5.462210028,0
4.123882166,0
2.932598227,0
3.435961566,0
3.656414596,0
5.116748706,0
2.684446388,0
7.648691024,0
4.401309266,0
5.004705672,0
3.740708698,0
4.680522413,0
4.944256149,0
5.432577451,0
3.147118601,0
3.787909495,0
4.534712666,0
2.762539085,0
3.566590565,0
4.521363832,0
4.243521417,0
3.129633349,0
3.851660609,0
7.597961235,0
4.230790259,0
1.862466994,0
2.798388376,0
4.818182431,0
4.103298345,0
3.906801169,0
4.283771175,0
4.186240755,0
3.48869332,0
2.596606423,0
6.90545244,0
3.756103277,0
4.775593964,0
4.471954805,0
5.544635392,0
4.241215014,0
3.468858672,0
3.163170696,0
4.730024724,0
6.665837767,0
5.544059338,0
5.172569236,0
5.090150648,0
3.713657627,0
5.521228672,0
4.458084263,0
4.62924878,0
6.750027775,0
6.740788779,0
4.860089863,0
4.869512681,0
3.717862456,0
6.86398522,0
5.026845879,0
5.071746707,0
4.645443237,0
4.791096265,0
4.054713864,0
5.795595443,0
5.750691595,0
3.866980634,0
4.999618886,0
3.074505856,0
3.057521972,0
3.640725001,0
5.607088436,0
7.160374214,0
3.205685733,0
2.423663078,0
5.120685732,0
2.816336224,0
3.815864954,0
3.641686762,0
4.858351566,0
3.938104729,0
7.839016228,0
5.434361729,0
2.23293408,0
3.789325147,0
4.98783367,0
3.481447288,0
5.612007243,0
7.385774454,0
4.315916072,0
5.466296044,0
4.434911407,0
7.61377562,0
7.152001789,0
4.7101618,0
5.591343718,0
5.750746221,0
3.078599388,0
6.04354258,0
7.81862277,0
4.632036005,0
4.927378779,0
4.991221333,0
5.009628268,0
4.847787659,0
4.567846974,0
4.006343554,0
4.292585753,0
4.584890787,0
2.619276053,0
2.700032015,0
2.614760774,0
4.29316193,0
2.07021108,0
4.717979356,0
3.864479822,0
3.242219639,0
4.572633097,0
4.145735891,0
7.581947025,0
4.018161605,0
2.154385954,0
7.329469973,0
3.646707686,0
6.405132071,0
3.657159816,0
6.676684392,0
3.412644192,0
3.797877631,0
4.496247348,0
3.983797971,0
5.037528938,0
4.828996282,0
2.819139297,0
7.27384015,0
5.838529942,0
5.384051319,0
5.896162885,0
4.609781743,0
5.450265755,0
5.494509928,0
2.997669856,0
4.100364239,0
2.649268035,0
2.758488659,0
4.6746283,0
4.866193428,0
3.210454043,0
3.481397121,0
4.368301824,0
6.020177378,0
3.498971562,0
4.155885236,0
3.825800496,0
3.800731434,0
7.756049162,0
5.349199355,0
4.248577511,0
3.940159152,0
2.754161783,0
3.762462366,0
4.609654688,0
4.251134069,0
3.919966742,0
6.332812223,0
5.606720631,0
2.476991277,0
6.606423387,0
7.562518636,0
4.581977878,0
3.422836859,0
3.917810891,0
5.975069205,0
4.031228872,0
4.117285927,0
3.870199752,0
5.373898731,0
5.217296148,0
2.708746355,0
3.264226557,0
4.564690492,0
3.095519428,0
4.853719208,0
4.501028156,0
6.805243728,0
4.732737213,0
7.374080998,0
3.643918011,0
