entropy,class
7.865915885,0
7.98823352,0
7.93602996,0
7.930721405,0
7.933563408,0
7.975676001,0
7.978953112,0
7.978735515,0
7.962463789,0
7.967850267,0
7.922401572,0
7.973559547,0
7.957821749,0
7.948330458,0
7.979403159,0
7.913360144,0
7.972539042,0
7.965616152,0
7.977086913,0
7.875786408,0
7.988637538,0
7.928279561,0
7.964958504,0
7.911543477,0
7.847952669,0
7.90898193,0
6.894836383,0
7.961484808,0
7.842096423,0
7.990907032,0
7.938660854,0
7.869439118,0
7.956426374,0
7.940070986,0
7.952730119,0
7.951384869,0
7.9635112,0
7.934820272,0
7.658761622,0
7.790129858,0
7.914796044,0
7.923416916,0
7.811202679,0
7.919605002,0
7.913341198,0
7.916309218,0
7.818245154,0
6.914761041,0
7.023124873,0
7.00841371,0
7.883210172,0
7.843492572,0
6.913139202,0
7.166166146,0
7.1086617,0
7.106830474,0
7.062436156,0
7.972762395,0
7.000623124,0
7.952978015,0
7.943290687,0
7.725347923,0
7.883634935,0
7.245599333,0
7.771003377,0
7.775077645,0
7.426878064,0
7.570975709,0
6.977121318,0
7.184344149,0
7.412887707,0
6.992936014,0
7.457683587,0
7.303779579,0
7.285702676,0
6.80016192,0
6.864501971,0
7.975622733,0
7.968371543,0
7.431232053,0
7.896988501,0
7.975667106,0
7.658290098,0
7.658367124,0
7.547580626,0
7.952477084,0
7.505166849,0
7.462573897,0
7.940235975,0
7.879856286,0
7.939856248,0
7.960637618,0
7.47065182,0
7.974028521,0
7.97488601,0
7.964986314,0
7.555935869,0
7.954912057,0
7.966089167,0
7.962429602,0
7.858935762,0
7.953794836,0
7.97084008,0
7.93748288,0
7.922220554,0
7.876805859,0
7.860920794,0
7.982938082,0
7.955878149,0
7.934191073,0
7.978674466,0
7.972587028,0
7.913530617,0
7.978386594,0
7.984767209,0
7.915972107,0
7.969603981,0
7.909252509,0
7.315646195,0
7.88618581,0
7.973642868,0
7.909671329,0
7.909019547,0
7.964076113,0
7.935347737,0
7.871614997,0
7.946387994,0
7.510511005,0
7.377145055,0
7.381238244,0
7.960527019,0
7.943292552,0
7.955935036,0
7.944985624,0
7.9656648,0
7.978187601,0
7.974453351,0
7.926566182,0
7.944467366,0
7.971307542,0
6.50052019,0
7.963138291,0
7.944843011,0
7.957526197,0
7.849815059,0
7.952697131,0
7.968664362,0
7.940267419,0
7.752035044,0
7.951736112,0
7.954322954,0
7.93341726,0
7.657040145,0
7.76506951,0
7.940885433,0
7.940856657,0
7.94464833,0
7.794399852,0
7.933641686,0
7.880800266,0
7.94158193,0
7.95539228,0
7.776047165,0
7.823950348,0
7.86419146,0
7.974175004,0
7.963120063,0
7.949706699,0
7.81498149,0
7.950440552,0
7.935278929,0
7.874855414,0
7.822257685,0
7.195707408,0
7.800525176,0
7.971043613,0
7.976416017,0
