entropy,class
3.54565438764,0
4.39754751938,0
4.7870393666,0
4.40506301073,0
1.89838373715,0
4.20161965728,0
3.79912076908,0
3.52351303572,0
4.31413328913,0
1.8697807457,0
4.80966303257,0
3.89635019819,0
2.34392480142,0
5.81888553136,0
4.82045398349,0
3.6377826202,0
3.12349426225,0
3.78029245199,0
4.19086354372,0
2.52576028892,0
2.56783432574,0
4.5287773446,0
2.81392466032,0
5.69786524747,0
5.54368210926,0
4.18732419083,0
4.37425849467,0
4.36951991291,0
3.87634616643,0
3.99442894752,0
3.92447578183,0
2.59800967772,0
2.59956100761,0
4.56595779511,0
4.89904150307,0
5.0238097326,0
4.14487538628,0
3.18382554265,0
3.34742009552,0
3.4009652364,0
3.98448768837,0
2.98670508391,0
4.40076177745,0
3.63168798637,0
4.06969343741,0
4.31167027334,0
1.9014948943,0
4.69427790433,0
2.63731565973,0
1.8642522949,0
2.43377038569,0
4.35908876761,0
4.40262937322,0
3.51309783497,0
4.46134337735,0
4.11101389839,0
4.72969154756,0
5.20210455343,0
4.26924576436,0
3.92662990988,0
4.86854687299,0
4.34112377772,0
4.1913155236,0
3.19280599187,0
3.60467613295,0
4.70796924535,0
3.59496820501,0
3.06007403332,0
2.65930747472,0
4.79275834925,0
4.82063480016,0
3.72951082707,0
3.0513974668,0
4.36958826673,0
4.07536736504,0
2.41960503542,0
3.15919945201,0
3.02373964915,0
4.36214472442,0
4.59609047238,0
5.55922610103,0
3.86471681266,0
3.32580528456,0
4.58150874562,0
4.70160076614,0
4.79428411482,0
3.94823135046,0
5.23691294399,0
3.59666381478,0
3.48245310474,0
3.87384550642,0
3.50386927473,0
4.09860918423,0
4.67315864991,0
3.34350357252,0
3.88899543062,0
3.51073768627,0
4.10430639064,0
4.13515171979,0
3.40429740625,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
3.99912606908,1
3.99876538763,1
3.99881330654,1
3.98514170115,1
3.99998124387,1
3.99853632731,1
3.99117228815,1
3.99958708792,1
3.99782735014,1
3.99307455012,1
3.99467197001,1
3.99998173291,1
3.99991513024,1
3.99979902562,1
3.99911960646,1
3.99891100738,1
3.99817100459,1
3.99397225173,1
3.99357963515,1
3.9996479292,1
3.99990310478,1
3.99874358951,1
3.99766784241,1
3.99753986229,1
3.99957013534,1
3.9996596612,1
3.99853292344,1
3.99874927656,1
3.99675981988,1
3.99928417397,1
3.99075645479,1
3.9853184179,1
3.99130221246,1
3.99966697293,1
3.99853158793,1
3.99981099461,1
3.99971757707,1
3.99774614615,1
3.99991547569,1
3.99990430087,1
3.99892869112,1
3.99623027775,1
3.99989115286,1
3.99806600936,1
3.99606374012,1
3.98935522414,1
3.99954183485,1
3.99995092748,1
3.99925780511,1
3.99396797116,1
3.9997780753,1
3.99951120499,1
3.99431025288,1
3.99665642283,1
3.99887082598,1
3.99952608525,1
3.99982478748,1
3.99962378671,1
3.99994530229,1
3.9986350346,1
3.99938744341,1
3.99751257003,1
3.9995634676,1
3.99969828079,1
3.99979190024,1
3.99928402902,1
3.99826527086,1
3.9998533263,1
3.99986093504,1
3.99967349158,1
3.99981944384,1
3.99988397646,1
3.99963901607,1
3.99987973167,1
3.99923444034,1
3.99905085324,1
3.99461833853,1
3.99751851,1
3.99977666259,1
3.99624111381,1
3.99964456663,1
3.99964264262,1
3.99605160616,1
3.99975346449,1
3.99450100622,1
3.99980628124,1
3.99987574793,1
3.99966739994,1
3.99947033691,1
3.99935326183,1
3.99995362275,1
3.99462469596,1
3.99392349773,1
3.99741203424,1
3.99351453598,1
3.99857558295,1
3.99842618981,1
3.99963529703,1
3.99221541913,1
3.99644341461,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
